Torque,RPM,Current
11,3400,86.5
10,3400,78.4
9,3400,70.4
8,3400,62.5
7,3400,54.7
6,3400,46.9
5,3400,39.3
4,3400,31.7
3,3400,24.3
2,3400,16.8
1,3400,9.5
45,3500,0.0
44,3500,0.0
43,3500,0.0
42,3500,0.0
41,3500,0.0
40,3500,0.0
39,3500,0.0
38,3500,0.0
37,3500,0.0
36,3500,0.0
35,3500,0.0
34,3500,0.0
33,3500,0.0
32,3500,0.0
31,3500,0.0
30,3500,0.0
29,3500,0.0
28,3500,0.0
27,3500,0.0
26,3500,0.0
25,3500,0.0
24,3500,0.0
23,3500,0.0
22,3500,0.0
21,3500,0.0
20,3500,0.0
19,3500,0.0
18,3500,0.0
17,3500,0.0
16,3500,0.0
15,3500,124.9
14,3500,115.6
13,3500,106.7
12,3500,97.9
11,3500,89.4
10,3500,81.0
9,3500,72.7
8,3500,64.5
7,3500,56.5
6,3500,48.5
5,3500,40.6
4,3500,32.8
3,3500,25.1
2,3500,17.4
1,3500,9.9
45,3600,0.0
44,3600,0.0
43,3600,0.0
42,3600,0.0
41,3600,0.0
40,3600,0.0
39,3600,0.0
38,3600,0.0
37,3600,0.0
36,3600,0.0
35,3600,0.0
34,3600,0.0
33,3600,0.0
32,3600,0.0
31,3600,0.0
30,3600,0.0
29,3600,0.0
28,3600,0.0
27,3600,0.0
26,3600,0.0
25,3600,0.0
24,3600,0.0
23,3600,0.0
22,3600,0.0
21,3600,0.0
20,3600,0.0
19,3600,0.0
18,3600,0.0
17,3600,0.0
16,3600,0.0
15,3600,129.2
14,3600,119.5
13,3600,110.2
12,3600,101.1
11,3600,92.3
10,3600,83.6
9,3600,75.0
8,3600,66.6
7,3600,58.3
6,3600,50.1
5,3600,41.9
4,3600,33.9
3,3600,25.9
2,3600,18.0
1,3600,10.2
45,3700,0.0
44,3700,0.0
43,3700,0.0
42,3700,0.0
41,3700,0.0
40,3700,0.0
39,3700,0.0
38,3700,0.0
37,3700,0.0
36,3700,0.0
35,3700,0.0
34,3700,0.0
33,3700,0.0
32,3700,0.0
31,3700,0.0
30,3700,0.0
29,3700,0.0
28,3700,0.0
27,3700,0.0
26,3700,0.0
25,3700,0.0
24,3700,0.0
23,3700,0.0
22,3700,0.0
21,3700,0.0
20,3700,0.0
19,3700,0.0
18,3700,0.0
17,3700,0.0
16,3700,0.0
15,3700,0.0
14,3700,123.5
13,3700,113.8
12,3700,104.4
11,3700,95.2
10,3700,86.2
9,3700,77.4
8,3700,68.7
7,3700,60.1
6,3700,51.6
5,3700,43.3
4,3700,35.0
3,3700,26.8
2,3700,18.7
1,3700,10.6
45,3800,0.0
44,3800,0.0
43,3800,0.0
42,3800,0.0
41,3800,0.0
40,3800,0.0
39,3800,0.0
38,3800,0.0
37,3800,0.0
36,3800,0.0
35,3800,0.0
34,3800,0.0
33,3800,0.0
32,3800,0.0
31,3800,0.0
30,3800,0.0
29,3800,0.0
28,3800,0.0
27,3800,0.0
26,3800,0.0
25,3800,0.0
24,3800,0.0
23,3800,0.0
22,3800,0.0
21,3800,0.0
20,3800,0.0
19,3800,0.0
18,3800,0.0
17,3800,0.0
16,3800,0.0
15,3800,0.0
14,3800,127.6
13,3800,117.4
12,3800,107.7
11,3800,98.2
10,3800,88.9
9,3800,79.8
8,3800,70.8
7,3800,62.0
6,3800,53.3
5,3800,44.6
4,3800,36.1
3,3800,27.7
2,3800,19.3
1,3800,11.1
45,3900,0.0
44,3900,0.0
43,3900,0.0
42,3900,0.0
41,3900,0.0
40,3900,0.0
39,3900,0.0
38,3900,0.0
37,3900,0.0
36,3900,0.0
35,3900,0.0
34,3900,0.0
33,3900,0.0
32,3900,0.0
31,3900,0.0
30,3900,0.0
29,3900,0.0
28,3900,0.0
27,3900,0.0
26,3900,0.0
25,3900,0.0
24,3900,0.0
23,3900,0.0
22,3900,0.0
21,3900,0.0
20,3900,0.0
19,3900,0.0
18,3900,0.0
17,3900,0.0
16,3900,0.0
15,3900,0.0
14,3900,0.0
13,3900,121.1
12,3900,111.0
11,3900,101.2
10,3900,91.6
9,3900,82.2
8,3900,73.0
7,3900,63.9
6,3900,54.9
5,3900,46.0
4,3900,37.2
3,3900,28.5
2,3900,20.0
1,3900,11.5
45,4000,0.0
44,4000,0.0
43,4000,0.0
42,4000,0.0
41,4000,0.0
40,4000,0.0
39,4000,0.0
38,4000,0.0
37,4000,0.0
36,4000,0.0
35,4000,0.0
34,4000,0.0
33,4000,0.0
32,4000,0.0
31,4000,0.0
30,4000,0.0
29,4000,0.0
28,4000,0.0
27,4000,0.0
26,4000,0.0
25,4000,0.0
24,4000,0.0
23,4000,0.0
22,4000,0.0
21,4000,0.0
20,4000,0.0
19,4000,0.0
18,4000,0.0
17,4000,0.0
16,4000,0.0
15,4000,0.0
14,4000,0.0
13,4000,124.9
12,4000,114.4
11,4000,104.2
10,4000,94.3
9,4000,84.7
8,4000,75.1
7,4000,65.8
6,4000,56.5
5,4000,47.4
4,4000,38.4
3,4000,29.5
2,4000,20.7
1,4000,12.0
45,4100,0.0
44,4100,0.0
43,4100,0.0
42,4100,0.0
41,4100,0.0
40,4100,0.0
39,4100,0.0
38,4100,0.0
37,4100,0.0
36,4100,0.0
35,4100,0.0
34,4100,0.0
33,4100,0.0
32,4100,0.0
31,4100,0.0
30,4100,0.0
29,4100,0.0
28,4100,0.0
27,4100,0.0
26,4100,0.0
25,4100,0.0
24,4100,0.0
23,4100,0.0
22,4100,0.0
21,4100,0.0
20,4100,0.0
19,4100,0.0
18,4100,0.0
17,4100,0.0
16,4100,0.0
15,4100,0.0
14,4100,0.0
13,4100,128.7
12,4100,117.8
11,4100,107.3
10,4100,97.1
9,4100,87.1
8,4100,77.3
7,4100,67.7
6,4100,58.2
5,4100,48.8
4,4100,39.5
3,4100,30.4
2,4100,21.3
1,4100,12.5
45,4200,0.0
44,4200,0.0
43,4200,0.0
42,4200,0.0
41,4200,0.0
40,4200,0.0
39,4200,0.0
38,4200,0.0
37,4200,0.0
36,4200,0.0
35,4200,0.0
34,4200,0.0
33,4200,0.0
32,4200,0.0
31,4200,0.0
30,4200,0.0
29,4200,0.0
28,4200,0.0
27,4200,0.0
26,4200,0.0
25,4200,0.0
24,4200,0.0
23,4200,0.0
22,4200,0.0
21,4200,0.0
20,4200,0.0
19,4200,0.0
18,4200,0.0
17,4200,0.0
16,4200,0.0
15,4200,0.0
14,4200,0.0
13,4200,0.0
12,4200,121.2
11,4200,110.4
10,4200,99.8
9,4200,89.6
8,4200,79.5
7,4200,69.6
6,4200,59.8
5,4200,50.2
4,4200,40.7
3,4200,31.3
2,4200,22.1
1,4200,12.9
45,4300,0.0
44,4300,0.0
43,4300,0.0
42,4300,0.0
41,4300,0.0
40,4300,0.0
39,4300,0.0
38,4300,0.0
37,4300,0.0
36,4300,0.0
35,4300,0.0
34,4300,0.0
33,4300,0.0
32,4300,0.0
31,4300,0.0
30,4300,0.0
29,4300,0.0
28,4300,0.0
27,4300,0.0
26,4300,0.0
25,4300,0.0
24,4300,0.0
23,4300,0.0
22,4300,0.0
21,4300,0.0
20,4300,0.0
19,4300,0.0
18,4300,0.0
17,4300,0.0
16,4300,0.0
15,4300,0.0
14,4300,0.0
13,4300,0.0
12,4300,124.8
11,4300,113.5
10,4300,102.6
9,4300,92.0
8,4300,81.7
7,4300,71.5
6,4300,61.5
5,4300,51.6
4,4300,41.9
3,4300,32.3
2,4300,22.8
1,4300,13.4
45,4400,0.0
44,4400,0.0
43,4400,0.0
42,4400,0.0
41,4400,0.0
40,4400,0.0
39,4400,0.0
38,4400,0.0
37,4400,0.0
36,4400,0.0
35,4400,0.0
34,4400,0.0
33,4400,0.0
32,4400,0.0
31,4400,0.0
30,4400,0.0
29,4400,0.0
28,4400,0.0
27,4400,0.0
26,4400,0.0
25,4400,0.0
24,4400,0.0
23,4400,0.0
22,4400,0.0
21,4400,0.0
20,4400,0.0
19,4400,0.0
18,4400,0.0
17,4400,0.0
16,4400,0.0
15,4400,0.0
14,4400,0.0
13,4400,0.0
12,4400,0.0
11,4400,119.8
10,4400,108.3
9,4400,97.1
8,4400,86.1
7,4400,75.4
6,4400,64.9
5,4400,54.5
4,4400,44.3
3,4400,34.2
2,4400,24.2
1,4400,14.5
45,4500,0.0
44,4500,0.0
43,4500,0.0
42,4500,0.0
41,4500,0.0
40,4500,0.0
39,4500,0.0
38,4500,0.0
37,4500,0.0
36,4500,0.0
35,4500,0.0
34,4500,0.0
33,4500,0.0
32,4500,0.0
31,4500,0.0
30,4500,0.0
29,4500,0.0
28,4500,0.0
27,4500,0.0
26,4500,0.0
25,4500,0.0
24,4500,0.0
23,4500,0.0
22,4500,0.0
21,4500,0.0
20,4500,0.0
19,4500,0.0
18,4500,0.0
17,4500,0.0
16,4500,0.0
15,4500,0.0
14,4500,0.0
13,4500,0.0
12,4500,0.0
11,4500,119.8
10,4500,108.3
9,4500,97.1
8,4500,86.1
7,4500,75.4
6,4500,64.9
5,4500,54.5
4,4500,44.3
3,4500,34.2
2,4500,24.2
1,4500,14.5
