Torque,RPM,Current
17.8,2142.857143,118.4615385
17.9,2102.615694,118.4615385
18,2102.615694,118.1447964
18.1,2102.615694,118.1447964
18.2,2062.374245,118.1447964
18.3,2062.374245,118.1447964
18.4,2062.374245,118.1447964
18.5,2022.132797,118.1447964
18.6,2022.132797,118.1447964
18.7,2022.132797,118.1447964
18.8,2022.132797,118.1447964
18.9,1981.891348,118.1447964
19,1981.891348,118.1447964
19.1,1941.649899,118.1447964
19.2,1941.649899,118.1447964
19.3,1911.468813,118.1447964
19.4,1911.468813,118.1447964
19.5,1911.468813,118.1447964
19.6,1901.408451,118.1447964
19.7,1901.408451,118.1447964
19.8,1901.408451,118.1447964
19.9,1861.167002,118.1447964
20,1861.167002,118.1447964
20.1,1861.167002,118.1447964
20.2,1820.925553,118.1447964
20.3,1820.925553,118.1447964
20.4,1810.865191,118.1447964
20.5,1810.865191,118.1447964
20.6,1810.865191,118.1447964
20.7,1770.623742,118.1447964
20.8,1770.623742,118.1447964
20.9,1770.623742,118.1447964
21,1770.623742,118.1447964
21.1,1750.503018,118.1447964
21.2,1750.503018,118.1447964
21.3,1750.503018,118.1447964
21.4,1750.503018,118.1447964
21.5,1710.261569,118.1447964
21.6,1710.261569,118.1447964
21.7,1670.020121,118.1447964
21.8,1670.020121,118.1447964
21.9,1670.020121,118.1447964
22,1659.959759,118.1447964
22.1,1659.959759,118.1447964
22.2,1629.778672,118.1447964
22.3,1629.778672,118.1447964
22.4,1629.778672,118.1447964
22.5,1619.71831,118.1447964
22.6,1589.537223,118.1447964
22.7,1589.537223,118.1447964
22.8,1589.537223,118.1447964
22.9,1559.356137,118.1447964
23,1559.356137,118.1447964
23.1,1559.356137,118.1447964
23.2,1529.17505,118.1447964
23.3,1509.054326,118.1447964
23.4,1509.054326,118.1447964
23.5,1509.054326,118.1447964
23.6,1498.993964,118.1447964
23.7,1498.993964,118.1447964
23.8,1498.993964,118.1447964
23.9,1468.812877,118.1447964
24,1468.812877,118.1447964
24.1,1458.752515,118.1447964
24.2,1458.752515,118.1447964
24.3,1458.752515,118.1447964
24.4,1438.631791,118.1447964
24.5,1438.631791,118.1447964
24.6,1438.631791,118.1447964
24.7,1408.450704,118.1447964
24.8,1408.450704,118.1447964
24.9,1378.269618,118.1447964
25,1378.269618,118.1447964
25.1,1378.269618,118.1447964
25.2,1378.269618,118.1447964
25.3,1358.148893,118.1447964
25.4,1358.148893,118.1447964
25.5,1358.148893,118.1447964
25.6,1338.028169,118.1447964
25.7,1338.028169,118.1447964
25.8,1327.967807,118.1447964
25.9,1327.967807,118.1447964
26,1327.967807,118.1447964
26.1,1297.78672,118.1447964
26.2,1297.78672,118.1447964
26.3,1297.78672,118.1447964
26.4,1267.605634,118.1447964
26.5,1267.605634,118.1447964
26.6,1267.605634,118.1447964
26.7,1267.605634,118.1447964
26.8,1237.424547,118.1447964
26.9,1237.424547,118.1447964
27,1237.424547,118.1447964
27.1,1207.243461,118.1447964
27.2,1207.243461,118.1447964
27.3,1207.243461,118.1447964
27.4,1207.243461,118.1447964
27.5,1197.183099,118.1447964
27.6,1197.183099,118.1447964
27.7,1197.183099,118.1447964
27.8,1167.002012,118.1447964
27.9,1167.002012,118.1447964
28,1167.002012,118.1447964
28.1,1156.94165,118.1447964
28.2,1156.94165,118.1447964
28.3,1156.94165,118.1447964
28.4,1136.820926,118.1447964
28.5,1136.820926,118.1447964
28.6,1136.820926,118.1447964
28.7,1096.579477,118.1447964
28.8,1096.579477,118.1447964
28.9,1096.579477,118.1447964
29,1096.579477,118.1447964
29.1,1076.458753,118.1447964
29.2,1076.458753,118.1447964
29.3,1076.458753,118.1447964
29.4,1056.338028,118.1447964
29.5,1056.338028,118.1447964
29.6,1056.338028,118.1447964
29.7,1056.338028,118.1447964
29.8,1056.338028,118.1447964
29.9,1026.156942,118.1447964
30,1026.156942,118.1447964
30.1,1016.096579,118.1447964
30.2,1016.096579,118.1447964
30.3,1016.096579,118.1447964
30.4,1016.096579,118.1447964
30.5,1006.036217,118.1447964
30.6,1006.036217,118.1447964
30.7,1006.036217,118.1447964
30.8,1006.036217,118.1447964
30.9,985.915493,118.1447964
31,985.915493,118.1447964
31.1,985.915493,118.1447964
31.2,965.7947686,118.1447964
31.3,965.7947686,118.1447964
31.4,965.7947686,118.1447964
31.5,935.6136821,118.1447964
31.6,935.6136821,118.1447964
31.7,935.6136821,118.1447964
31.8,935.6136821,118.1447964
31.9,925.5533199,118.1447964
32,925.5533199,118.1447964
32.1,925.5533199,118.1447964
32.2,915.4929577,118.1447964
32.3,915.4929577,118.1447964
32.4,915.4929577,118.1447964
32.5,895.3722334,118.1447964
32.6,895.3722334,118.1447964
32.7,895.3722334,118.1447964
32.8,875.2515091,118.1447964
32.9,875.2515091,118.1447964
33,875.2515091,118.1447964
33.1,875.2515091,118.1447964
33.2,865.1911469,118.1447964
33.3,865.1911469,118.1447964
33.4,865.1911469,118.1447964
33.5,855.1307847,118.1447964
33.6,855.1307847,118.1447964
33.7,855.1307847,118.1447964
33.8,855.1307847,118.1447964
33.9,855.1307847,118.1447964
34,855.1307847,118.1447964
34.1,855.1307847,118.1447964
34.2,845.0704225,118.1447964
34.3,845.0704225,118.1447964
34.4,845.0704225,118.1447964
34.5,824.9496982,118.1447964
34.6,824.9496982,118.1447964
34.7,824.9496982,118.1447964
348,824.9496982,118.1447964
34.9,814.889336,118.1447964
35,814.889336,118.1447964
35.1,774.6478873,118.1447964
35.2,774.6478873,118.1447964
35.3,774.6478873,118.1447964
35.4,774.6478873,118.1447964
35.5,734.4064386,118.1447964
35.6,704.2253521,118.1447964
35.7,663.9839034,118.1447964
35.8,663.9839034,118.1447964
35.9,623.7424547,118.1447964
36,623.7424547,118.1447964
36.1,573.4406439,118.1447964
36.2,573.4406439,118.1447964
36.3,533.1991952,118.1447964
36.4,482.8973843,118.1447964
36.5,422.5352113,118.1447964
36.6,372.2334004,118.1447964
36.7,321.9315895,118.1447964
36.8,271.6297787,118.1447964
36.9,271.6297787,118.1447964
37,221.3279678,118.1447964
37.1,181.0865191,118.1447964
37.2,90.54325956,118.1447964
37.3,60.36217304,118.1447964
37.4,10.06036217,118.1447964
