rpm,torque,efficiency
650.2890255,22.4734991,83
601.9818691,21.13074192,83
557.3905933,19.64664414,83
501.651534,17.59717322,83
531.3790039,18.09187337,83
538.8109069,18.72791682,83
520.2312204,17.45582993,83
587.1180633,19.50530085,83
609.4136303,20.21201459,83
564.8224962,21.83745566,83
583.4021827,23.32155613,83
631.7093391,24.09894017,83
654.0049061,25.51236765,83
665.1526896,27.279152,83
680.0164955,28.33922261,83
702.3120625,29.32862158,83
728.3236519,30.38869219,83
765.4830248,31.87279131,83
891.8249493,36.32508734,83
917.8365387,37.17314436,83
932.7002028,36.11307375,83
958.7119339,35.5477033,83
977.2916203,35.19434643,83
995.8713068,34.55830299,83
1033.03068,33.63957566,83
984.7233815,33.28621879,83
981.0075009,32.50883341,83
936.4160834,31.80211967,83
910.4046357,31.09540593,83
854.6655764,30.38869219,83
802.6423977,28.55123754,83
735.7555548,26.71378155,83
668.868712,24.59364032,83
616.8455332,22.68551269,83
616.8455332,22.04946924,83
706.0280849,25.86572452,83
676.3006149,26.50176796,83
713.4599878,27.63250887,83
728.3236519,28.40989156,83
746.9033383,29.32862158,83
780.3468306,30.03533532,83
754.3352413,31.02473563,83
754.3352413,27.98586574,83
828.653987,29.32862158,83
813.7901812,30.8127207,83
813.7901812,31.94346026,83
810.0743006,32.650174,83
795.2104947,33.71024461,83
843.5177929,34.69964627,83
895.5408299,34.91165986,83
873.2452629,35.6183736,83
914.1205163,34.69964627,83
932.7002028,33.35688774,83
884.3930464,31.73144937,83
843.5177929,31.30742086,83
880.6771658,32.650174,83
943.848128,34.48763269,83
925.2682999,32.93286192,83
880.6771658,33.56890402,83
858.381457,33.21554715,83
854.6655764,33.92226089,83
650.2890255,22.04946924,83
475.6399446,16.18374573,83
1248.554872,2.968200945,83
1021.882754,2.68551437,83
776.6308083,2.68551437,83
1638.728288,2.897525257,83
1857.968644,2.968200945,83
1319.157738,3.038871241,83
1356.31711,3.038871241,83
1296.86217,2.897525257,83
843.5177929,3.038871241,83
397.6053182,12.15547687,83
327.0024531,9.681978783,83
297.2749831,7.985867424,83
297.2749831,6.996467109,83
271.2633937,6.219083073,83
271.2633937,5.653709923,83
330.7183336,9.045938034,83
471.924064,13.71024764,83
523.947101,15.61837528,83
1181.668171,33.00353087,87
1241.123111,32.43816311,87
1293.14629,31.59010339,87
1348.885349,30.67137876,87
1412.05617,29.68197845,87
1486.374916,28.69257948,87
1564.409542,27.56183857,87
1419.487931,29.32862158,87
1151.94056,31.4487628,87
1107.349425,29.82331904,87
1088.769739,29.1166053,87
1051.610366,27.77385216,87
1003.303068,26.78445184,87
936.4160834,25.15901078,87
962.4278145,25.93639481,87
1062.758008,28.55123754,87
1125.929112,30.74204906,87
1166.804365,32.22614818,87
1036.74656,26.85512483,87
917.8365387,24.52296733,87
899.2568522,23.95759688,87
862.0974793,23.03886956,87
828.653987,22.04946924,87
735.7555548,20.21201459,87
724.6077713,19.50530085,87
795.2104947,21.69611237,87
772.9149277,20.84805804,87
709.7439655,18.86925741,87
683.7323761,18.51590054,87
561.1064739,14.41696138,87
479.3558252,12.43815806,87
423.6167659,10.81272239,87
386.457393,9.681978783,87
356.729923,8.692581164,87
341.8662589,7.985867424,87
293.5589608,7.137805004,87
286.1271996,6.219083073,87
293.5589608,5.441699036,87
315.8546695,4.734985296,87
371.5937289,4.522969017,87
442.1964523,4.664309608,87
501.651534,4.522969017,87
561.1064739,4.381628426,87
616.8455332,4.452298721,87
668.868712,4.593639313,87
728.3236519,4.593639313,87
769.1990471,4.522969017,87
817.5062035,4.522969017,87
876.9611434,4.664309608,87
995.8713068,4.664309608,87
1099.917381,4.664309608,87
1174.236127,4.664309608,87
1200.247858,4.593639313,87
1059.042127,4.593639313,87
936.4160834,4.522969017,87
1125.929112,4.664309608,87
516.5151981,13.35689077,87
538.8109069,13.85158554,87
590.8339439,15.26501302,87
624.2774362,16.11307544,87
654.0049061,17.03180276,87
672.5845926,18.02120308,87
449.6283552,12.01413628,87
416.1850047,10.38869252,87
1241.123111,4.452298721,87
1300.578051,4.452298721,87
1345.169185,4.593639313,87
1412.05617,4.593639313,87
1475.22699,4.593639313,87
1519.818408,4.593639313,87
1560.693661,4.734985296,87
1635.012407,4.946996183,87
1724.194959,4.946996183,87
1783.649899,4.946996183,87
1843.104839,4.876325887,87
1895.128017,4.876325887,87
1947.151196,5.017666479,87
1687.035586,5.229682758,87
1594.137154,4.805655592,87
1995.458211,5.017666479,87
2047.481389,5.088342166,87
2077.209001,5.159012462,87
2129.23218,5.017666479,87
2188.68712,5.159012462,87
2236.994134,5.159012462,87
2274.153507,5.300353053,87
2341.040492,5.300353053,87
2389.34779,5.371023349,87
2530.553237,5.512369332,87
2441.370685,5.583039628,87
2485.962103,5.583039628,87
2601.156102,5.583039628,87
2649.4634,5.512369332,87
2701.486296,5.653709923,87
2749.793594,5.795053211,87
2798.100892,6.00706949,87
2850.123787,6.00706949,87
2913.294891,6.00706949,87
2969.03395,6.00706949,87
3006.193323,6.077734393,87
3039.636816,6.148410081,87
3080.512069,6.148410081,87
3139.967009,6.289753368,87
3199.421949,6.431091264,87
3348.05944,6.431091264,87
3407.514664,6.431091264,87
3626.754737,7.0671401,87
4440.545344,6.784448134,87
4343.930747,6.71378323,87
4395.953643,6.431091264,87
4273.328166,6.36042636,87
4132.122435,6.643110238,87
4083.815137,6.71378323,87
4009.496391,6.36042636,87
3916.597959,6.643110238,87
3957.473496,6.289753368,87
3964.905257,6.996467109,87
3879.438586,6.36042636,87
3831.131288,6.784448134,87
3686.209961,6.36042636,87
3478.117246,6.219083073,87
3478.117246,6.219083073,87
3225.43368,6.00706949,87
3058.216502,5.512369332,87
3180.842262,5.795053211,87
2868.703474,5.441699036,87
2976.465712,5.583039628,87
3024.77301,5.583039628,87
3266.308934,6.219083073,87
3299.752426,6.289753368,87
3117.671442,5.583039628,87
3400.082903,6.289753368,87
3444.674037,6.643110238,87
3496.696932,6.855123821,87
3556.152155,6.996467109,87
3745.664617,6.431091264,87
3801.403676,6.784448134,87
3678.778199,6.925796813,87
3545.00423,6.219083073,87
3623.03914,6.219083073,87
3589.595364,6.219083073,87
3823.699527,6.431091264,87
4184.14533,6.643110238,87
4228.736465,6.855123821,87
4291.907852,6.925796813,87
4042.9396,6.148410081,87
4039.224003,6.643110238,87
3738.232856,6.855123821,87
1255.986917,30.88338965,87
1200.247858,31.23674652,87
1675.887661,26.92579513,87
1389.760603,23.81625359,87
1560.693661,25.86572452,87
1635.012407,26.50176796,87
1471.51111,24.66431062,87
1423.204095,24.31095375,87
1512.386363,25.22968107,87
1590.421273,26.57243826,87
1605.284795,27.56183857,87
1504.954602,28.05653603,87
1527.250169,28.33922261,87
1527.250169,27.42049529,87
1475.22699,26.21908139,87
538.8109069,6.148410081,87
531.3790039,5.441699036,87
564.8224962,6.643110238,87
613.1296526,7.985867424,87
672.5845926,9.399294904,87
758.0511219,10.6007088,87
817.5062035,12.08480119,87
921.5524193,13.21554749,87
977.2916203,14.41696138,87
1140.792634,17.7385165,87
1200.247858,19.29328727,87
1259.702798,20.84805804,87
1300.578051,21.69611237,87
1352.60123,22.82685597,87
1073.905933,17.03180276,87
1044.178321,16.18374573,87
1003.303068,15.33568871,87
951.2798892,13.85158554,87
880.6771658,12.86219062,87
865.8133599,12.36749315,87
787.7787336,11.37808745,87
713.4599878,10.31801684,87
702.3120625,9.964659966,87
631.7093391,8.76325146,87
579.6861603,7.42049697,87
598.2658468,7.773853841,87
1103.633261,17.31448934,87
1155.65644,18.09187337,87
1166.804365,18.65724383,87
1218.827544,20.1413443,87
1308.009812,22.12014223,87
1352.60123,22.96819926,87
1367.465036,23.53356971,87
1523.534288,26.71378155,87
1553.2619,26.71378155,87
1441.783781,29.68197845,87
1460.363468,29.04593635,87
1449.215543,28.69257948,87
1449.215543,27.84452245,87
1460.363468,27.42049529,87
1482.659035,26.99646542,87
1475.22699,25.79505422,87
1516.102527,26.0070678,87
1412.05617,25.44169735,87
1363.748872,24.31095375,87
1382.328558,25.15901078,87
1434.351737,25.30035406,87
1419.487931,26.43109497,87
1382.328558,27.91519544,87
1371.180916,28.90459441,87
1374.896797,30.53003278,87
1319.157738,30.10600696,87
1255.986917,30.03533532,87
1215.11138,29.96466502,87
1159.372321,30.45936383,87
1163.088485,30.03533532,87
1155.65644,29.04593635,87
1122.212948,27.49116558,87
1096.2015,26.85512483,87
1040.462441,25.30035406,87
813.7901812,17.66784621,87
862.0974793,20.42402818,87
899.2568522,22.40282611,87
1099.917381,23.81625359,87
1085.053575,22.33215582,87
969.8595757,19.08127369,87
353.0140424,5.936396498,87
353.0140424,6.855123821,87
386.457393,8.40989459,87
468.2080417,11.44876313,87
527.6631234,12.72085002,87
516.5151981,11.94346329,87
509.0834369,10.95406567,87
497.9355116,9.82332207,87
497.9355116,8.833924451,87
497.9355116,7.985867424,87
497.9355116,7.561837562,87
490.5037505,6.855123821,87
490.5037505,6.219083073,87
479.3558252,5.795053211,87
405.0370794,5.653709923,87
449.6283552,6.289753368,87
412.4689824,6.784448134,87
427.3327882,9.681978783,87
464.4921611,10.38869252,87
460.7761388,9.328621913,87
457.0602582,8.692581164,87
449.6283552,7.703180849,87
416.1850047,7.773853841,87
379.0256318,7.632510553,87
419.9008853,8.692581164,87
427.3327882,5.441699036,87
464.4921611,5.300353053,87
353.0140424,5.583039628,87
542.5267875,8.40989459,87
538.8109069,9.893995062,87
553.674571,11.44876313,87
583.4021827,13.07420689,87
657.7209285,15.05300483,87
724.6077713,17.24381634,87
798.9265171,19.22261428,87
862.0974793,19.29328727,87
843.5177929,18.37455995,87
772.9149277,14.55829928,87
735.7555548,13.35689077,87
687.4483984,12.57950674,87
631.7093391,11.02473058,87
572.2542574,9.752651775,87
579.6861603,9.045938034,87
613.1296526,9.893995062,87
691.164279,10.88339268,87
706.0280849,11.44876313,87
772.9149277,12.36749315,87
817.5062035,13.49822867,87
858.381457,14.48763437,87
910.4046357,15.19434542,87
962.4278145,16.11307544,87
999.5871874,17.31448934,87
1036.74656,18.72791682,87
1114.781187,19.92932802,87
1148.224679,21.48409879,87
1248.554872,23.7455833,87
1330.305663,25.79505422,87
1345.169185,26.92579513,87
1341.453305,28.26855231,87
1311.725976,28.83392277,87
1356.31711,29.68197845,87
1267.134559,28.83392277,87
1203.963738,28.97526471,87
1159.372321,28.40989156,87
1155.65644,27.56183857,87
1103.633261,28.40989156,87
1010.734829,24.24028345,87
977.2916203,22.82685597,87
951.2798892,21.62544207,87
928.9843222,20.28268489,87
902.9727328,19.08127369,87
884.3930464,17.38515963,87
836.08589,16.67844589,87
769.1990471,15.83038886,87
680.0164955,14.55829928,87
657.7209285,13.49822867,87
605.6977497,13.78092063,87
616.8455332,14.48763437,87
620.5615556,12.50883374,87
557.3905933,12.22614987,87
613.1296526,12.01413628,87
587.1180633,11.02473058,87
564.8224962,10.6007088,87
650.2890255,10.45936552,87
728.3236519,12.15547687,87
665.1526896,12.22614987,87
538.8109069,7.844518745,87
535.0948845,7.349823979,87
717.1758684,14.91165615,87
709.7439655,15.90106186,87
676.3006149,16.5371026,87
680.0164955,15.83038886,87
776.6308083,17.24381634,87
817.5062035,15.61837528,87
813.7901812,14.91165615,87
798.9265171,14.34629109,87
780.3468306,13.71024764,87
724.6077713,14.20494241,87
702.3120625,13.56890436,87
891.8249493,13.85158554,87
925.2682999,14.41696138,87
951.2798892,15.61837528,87
995.8713068,16.39575932,87
1040.462441,17.87985979,87
1092.48562,18.37455995,87
1103.633261,19.0106007,87
1166.804365,20.21201459,87
1129.644992,19.22261428,87
940.1322475,18.16254367,87
891.8249493,18.30388696,87
784.0627112,18.44523024,87
746.9033383,18.30388696,87
769.1990471,19.43463056,87
832.3698676,20.35335788,87
850.9495541,21.3427555,87
902.9727328,21.41342849,87
981.0075009,20.91872833,87
1014.450993,21.55477178,87
1081.337694,21.69611237,87
995.8713068,19.0106007,87
936.4160834,17.24381634,87
869.5292405,16.04240245,87
739.4714354,16.67844589,87
850.9495541,13.63957735,87
862.0974793,16.39575932,87
921.5524193,16.6077756,87
1241.123111,27.56183857,87
1278.282484,27.2084817,87
