rpm,torque,efficiency
1649.539756,10.01763742,90
2043.514514,10.79364509,90
2216.568784,10.51146244,90
2452.21736,11.0758385,90
2772.552237,11.21692983,90
2938.242603,11.28747818,90
3321.171505,10.72310481,90
3641.5061,11.14637878,90
3711.46403,10.4409114,90
3604.686019,9.171076023,90
3391.129434,9.029976625,90
3184.937035,8.888887992,90
3122.343009,8.81834233,90
2956.652643,9.029976625,90
2871.966344,9.029976625,90
2709.95793,8.677242932,90
2647.363904,8.677242932,90
2584.769597,8.677242932,90
2496.401627,8.536154299,90
2330.711261,8.677242932,90
2264.435002,8.536154299,90
2142.928621,8.747793976,90
2072.970691,8.395060283,90
2010.376385,19.32980477,90
920.5020333,12.06349123,90
1424.937035,14.88536078,90
802.6777449,9.312170038,90
1237.154677,10.93474449,90
1115.648577,7.76014125,90
1159.832562,7.125219526,90
1104.60244,12.20457986,90
1196.652643,14.88536078,90
1277.65671,17.70723032,90
1487.531342,19.25925911,90
1697.405693,20.52909987,90
1977.238255,21.79894062,90
1804.183985,19.47089879,90
1391.799187,9.523809716,90
1568.535409,12.55731356,90
1266.610854,13.12169231,90
1277.65671,8.888887992,90
1649.539756,13.26278094,90
1852.050203,13.54497436,90
1951.464311,13.8271597,90
2025.104473,14.81481511,90
2109.790773,15.44973415,90
2231.296872,14.74426676,90
2385.941383,14.17989339,90
2492.719394,14.46208142,90
2135.564717,12.69841295,90
1730.543823,10.4409114,90
1399.163091,11.99294557,90
1086.192399,9.947089071,90
1086.192399,9.947089071,90
1929.372318,17.70723032,90
1796.820081,16.3668439,90
1645.857523,17.21340261,90
1638.493619,14.88536078,90
2080.334595,16.15520153,90
2153.974758,17.63668466,90
2717.322115,13.68606568,90
2717.322115,13.68606568,90
2349.121301,17.42504229,90
1881.5061,11.0758385,90
2257.071098,12.76895862,90
2194.476791,18.27160369,90
2179.748702,19.6119928,90
2047.196466,17.77777598,90
1933.05427,12.76895862,90
1951.464311,10.79364509,90
1542.761464,10.0881777,90
1505.941383,10.4409114,90
1483.84939,14.67371572,90
1789.455897,11.85184617,90
1723.179919,14.39153307,90
2507.447482,16.79011788,90
2684.183985,15.59082816,90
2838.828214,14.17989339,90
2595.815734,11.78130589,90
2558.995653,13.75661403,90
2606.861871,14.88536078,90
2385.941383,11.56966352,90
2459.581545,9.594355378,90
3030.292806,12.6278646,90
3221.757116,12.13403958,90
2930.878418,10.51146244,90
3074.476791,11.00529015,90
2809.372318,11.71075754,90
2695.229841,10.4409114,90
2327.029028,16.79011788,90
1472.803253,16.93121727,90
1325.522928,16.15520153,90
1888.870285,14.60317544,90
1874.142196,15.44973415,90
1973.556303,15.80246784,90
