motor torque
0
0
0
0
0
0
0
0
0
0
0
0
0.2
1.6
3.1
4.6
4.7
4.8
4.8
4.6
4.4
4.2
3.3
2
0.7
0.6
1.2
1.2
0.8
0.4
1.7
2.9
3.9
3.9
3.6
3.4
3.1
3
2
1
0
1
1.2
1.2
1.2
1.2
1.2
1.2
0.3
0.8
1.8
2.9
3
3
3
2.8
2.5
2.2
1.9
1.8
1.8
1.8
1
0.3
2.4
3.2
3.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
0.9
0.3
0.5
1.2
1.7
1.8
1.8
1
0.3
2.4
3.2
3.1
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
0
0
0
0
0
0
0
